"full_name","e","q","i","om","w","ad","tp_cal","per_y","class","data_arc","condition_code","n_obs_used","two_body","A1","A2","A3","DT"
"     C/2006 K21 (SOHO)",1.0000,0.005,144.63,4.79,83.94,,2006-05-31.3,,PAR,2,,97,T,,,,
"     C/2006 L2 (McNaught)",1.0010,1.994,101.02,239.25,48.03,,2006-11-20.1,,HYP,388,,400,,,,,
"     C/2006 L3 (SOHO)",1.0000,0.005,140.31,15.42,90.98,,2006-06-02.3,,PAR,1,,14,T,,,,
"     C/2006 L4 (SOHO)",1.0000,0.005,146.71,345.24,66.63,,2006-06-05.0,,PAR,0,,15,T,,,,
"     C/2006 L5 (SOHO)",1.0000,0.006,143.97,333.20,56.57,,2006-06-08.4,,PAR,0,,17,T,,,,
"     C/2006 L6 (SOHO)",1.0000,0.005,138.43,22.17,96.20,,2006-06-09.3,,PAR,0,,17,T,,,,
"     C/2006 L7 (SOHO)",1.0000,0.005,126.64,17.51,87.94,,2006-06-10.7,,PAR,0,,6,T,,,,
"     C/2006 L8 (SOHO)",1.0000,0.005,140.61,317.61,44.99,,2006-06-14.9,,PAR,0,,9,T,,,,
"     C/2006 M2 (Spacewatch)",1.0024,5.313,150.15,27.28,120.50,,2005-12-31.6,,HYP,3,,39,T,,,,
"     C/2006 M4 (SWAN)",1.0002,0.783,111.82,148.73,62.59,,2006-09-28.7,,HYP,433,,1265,,,,,
"     C/2006 M5 (SOHO)",1.0000,0.005,130.31,37.31,107.15,,2006-06-17.0,,PAR,0,,11,T,,,,
"     C/2006 M6 (SOHO)",1.0000,0.005,130.40,41.24,111.22,,2006-06-19.6,,PAR,0,,15,T,,,,
"     C/2006 M7 (SOHO)",1.0000,0.005,144.97,356.10,76.37,,2006-06-22.8,,PAR,0,,11,T,,,,
"     C/2006 M8 (SOHO)",1.0000,0.008,145.12,325.64,43.46,,2006-06-25.4,,PAR,0,,8,T,,,,
"     C/2006 M9 (SOHO)",1.0000,0.005,144.81,3.37,82.72,,2006-06-27.5,,PAR,0,,13,T,,,,
"     C/2006 N1 (SOHO)",1.0000,0.006,145.20,346.60,65.57,,2006-07-12.4,,PAR,1,,12,T,,,,
"     C/2006 N2 (SOHO)",1.0000,0.007,144.87,4.27,82.70,,2006-07-14.7,,PAR,1,,20,T,,,,
"     C/2006 N3 (SOHO)",1.0000,0.006,130.11,318.52,47.08,,2006-07-15.4,,PAR,1,,31,T,,,,
"     C/2006 OF2 (Broughton)",1.0008,2.431,30.17,318.51,95.61,,2008-09-15.6,,HYP,1403,,4756,,,,,
"     C/2006 O3 (SOHO)",1.0000,0.006,146.75,353.43,69.92,,2006-07-17.7,,PAR,0,,18,T,,,,
"     C/2006 O4 (SOHO)",1.0000,0.006,138.72,342.68,69.09,,2006-07-20.8,,PAR,0,,20,T,,,,
"     C/2006 O5 (SOHO)",1.0000,0.008,132.33,319.03,46.01,,2006-07-22.2,,PAR,0,,18,T,,,,
"     C/2006 O6 (SOHO)",1.0000,0.005,144.20,356.06,75.64,,2006-07-24.7,,PAR,1,,33,T,,,,
"     C/2006 O7 (SOHO)",1.0000,0.005,144.24,357.01,76.52,,2006-07-27.3,,PAR,2,,62,T,,,,
"     C/2006 O8 (SOHO)",1.0000,0.005,145.19,3.71,81.87,,2006-07-27.5,,PAR,1,,30,T,,,,
"     C/2006 P1 (McNaught)",1.0000,0.171,77.84,267.41,155.97,,2007-01-12.7,,HYP,338,,331,,,,,
"     C/2006 P2 (SOHO)",1.0000,0.005,144.30,358.59,77.59,,2006-08-02.3,,PAR,1,,13,T,,,,
"     C/2006 P3 (SOHO)",1.0000,0.005,144.02,357.50,76.39,,2006-08-03.1,,PAR,0,,28,T,,,,
"     C/2006 P4 (SOHO)",1.0000,0.005,144.56,5.33,84.22,,2006-08-03.8,,PAR,1,,40,T,,,,
"     C/2006 P5 (SOHO)",1.0000,0.005,136.10,17.11,92.44,,2006-08-03.7,,PAR,0,,12,T,,,,
"     C/2006 P6 (SOHO)",1.0000,0.007,144.00,355.03,71.10,,2006-08-04.1,,PAR,0,,10,T,,,,
"     C/2006 P7 (SOHO)",1.0000,0.005,144.42,355.69,74.71,,2006-08-04.8,,PAR,0,,12,T,,,,
"     C/2006 R3 (SOHO)",1.0000,0.034,75.14,66.29,57.86,,2006-09-02.7,,PAR,0,,12,T,,,,
"     C/2006 R4 (SOHO)",1.0000,0.005,144.19,6.47,85.83,,2006-09-12.8,,PAR,1,,7,T,,,,
"     C/2006 S2 (LINEAR)",1.0020,3.162,98.96,113.89,166.34,,2007-05-07.3,,HYP,302,,175,,,,,
"     C/2006 S3 (LONEOS)",1.0035,5.131,166.03,38.37,140.13,,2012-04-16.3,,HYP,5180,,5568,,2.9e-07,-5.9e-08,-7.0e-08,955
"     C/2006 S7 (SOHO)",1.0000,0.005,143.39,2.32,83.37,,2006-09-19.0,,PAR,0,,26,T,,,,
"     C/2006 S8 (SOHO)",1.0000,0.009,138.78,339.97,58.93,,2006-09-19.4,,PAR,1,,34,T,,,,
"     C/2006 S9 (SOHO)",1.0000,0.005,142.99,357.56,87.80,,2006-09-19.1,,PAR,0,,19,T,,,,
"     C/2006 S10 (SOHO)",1.0000,0.005,143.80,0.41,79.27,,2006-09-19.5,,PAR,1,,28,T,,,,
"     C/2006 S11 (SOHO)",1.0000,0.005,143.98,1.57,78.64,,2006-09-19.5,,PAR,1,,23,T,,,,
"     C/2006 S12 (SOHO)",1.0000,0.005,144.20,0.27,79.44,,2006-09-27.8,,PAR,1,,31,T,,,,
"     C/2006 S13 (SOHO)",1.0000,0.005,143.87,358.75,74.59,,2006-09-30.9,,PAR,0,,14,T,,,,
"     C/2006 T2 (SOHO)",1.0000,0.005,143.90,359.26,76.86,,2006-10-03.0,,PAR,0,,24,T,,,,
"     C/2006 T3 (SOHO)",1.0000,0.005,144.33,358.17,76.62,,2006-10-03.8,,PAR,0,,17,T,,,,
"     C/2006 T4 (SOHO)",1.0000,0.005,144.52,357.64,77.65,,2006-10-03.9,,PAR,0,,16,T,,,,
"     C/2006 T5 (SOHO)",1.0000,0.005,142.88,5.66,86.77,,2006-10-06.6,,PAR,0,,6,T,,,,
"     C/2006 T6 (SOHO)",1.0000,0.035,67.07,100.84,66.16,,2006-10-10.3,,PAR,1,,14,T,,,,
"     C/2006 T7 (SOHO)",1.0000,0.005,143.70,10.75,87.14,,2006-10-10.7,,PAR,0,,7,T,,,,
"     C/2006 T8 (SOHO)",1.0000,0.005,144.58,357.19,76.34,,2006-10-16.0,,PAR,0,,13,T,,,,
"     C/2006 T9 (SOHO)",1.0000,0.005,145.44,5.39,92.66,,2006-10-16.2,,PAR,0,,6,T,,,,
"     C/2006 T10 (SOHO)",1.0000,0.005,148.31,353.81,79.60,,2006-10-12.8,,PAR,0,,5,T,,,,
"     C/2006 U8 (SOHO)",1.0000,0.005,137.33,319.52,53.25,,2006-10-17.0,,PAR,0,,10,T,,,,
"     C/2006 U9 (SOHO)",1.0000,0.005,145.39,3.09,82.84,,2006-10-20.5,,PAR,1,,20,T,,,,
"     C/2006 U10 (SOHO)",1.0000,0.035,71.68,74.91,55.57,,2006-10-20.2,,PAR,0,,7,T,,,,
"     C/2006 U11 (SOHO)",1.0000,0.005,144.43,10.23,87.04,,2006-10-25.0,,PAR,0,,30,T,,,,
"     C/2006 U12 (SOHO)",1.0000,0.005,144.51,1.57,81.79,,2006-10-24.7,,PAR,0,,7,T,,,,
"     C/2006 U13 (SOHO)",1.0000,0.005,146.57,356.90,81.23,,2006-10-25.7,,PAR,0,,8,T,,,,
"     C/2006 U14 (SOHO)",1.0000,0.005,144.88,4.96,82.81,,2006-10-28.7,,PAR,0,,16,T,,,,
"     C/2006 U15 (SOHO)",1.0000,0.005,144.37,358.99,77.01,,2006-10-28.6,,PAR,0,,6,T,,,,
"     C/2006 U16 (SOHO)",1.0000,0.005,144.00,8.59,93.66,,2006-10-31.0,,PAR,0,,5,T,,,,
"     C/2006 V2 (SOHO)",1.0000,0.005,144.58,5.89,84.76,,2006-11-03.7,,PAR,1,,48,T,,,,
"     C/2006 V3 (SOHO)",1.0000,0.005,143.44,7.96,85.84,,2006-11-03.3,,PAR,0,,6,T,,,,
"     C/2006 V4 (SOHO)",1.0000,0.005,142.54,4.03,81.88,,2006-11-04.7,,PAR,0,,9,T,,,,
"     C/2006 V5 (SOHO)",1.0000,0.005,146.74,351.91,76.77,,2006-11-07.7,,PAR,0,,7,T,,,,
"     C/2006 V6 (SOHO)",1.0000,0.005,145.10,0.34,80.60,,2006-11-07.8,,PAR,0,,7,T,,,,
"     C/2006 V7 (SOHO)",1.0000,0.005,145.17,0.02,80.94,,2006-11-08.9,,PAR,0,,8,T,,,,
"     C/2006 V8 (SOHO)",1.0000,0.006,146.33,357.76,79.12,,2006-11-12.2,,PAR,1,,8,T,,,,
"     C/2006 V9 (SOHO)",1.0000,0.005,144.40,6.68,84.93,,2006-11-14.4,,PAR,1,,38,T,,,,
"     C/2006 V10 (SOHO)",1.0000,0.005,144.18,359.31,79.41,,2006-11-14.3,,PAR,1,,6,T,,,,
"     C/2006 VZ13 (LINEAR)",1.0002,1.015,134.79,66.03,174.12,,2007-08-10.8,,HYP,274,,1025,,,,,
"     C/2006 W5 (SOHO)",1.0000,0.005,145.02,311.44,41.35,,2006-11-20.3,,PAR,0,,8,T,,,,
"     C/2006 W6 (SOHO)",1.0000,0.005,146.60,323.33,51.84,,2006-11-20.3,,PAR,0,,8,T,,,,
"     C/2006 W7 (SOHO)",1.0000,0.005,140.72,14.66,90.07,,2006-11-25.8,,PAR,0,,7,T,,,,
"     C/2006 X1 (LINEAR)",1.0000,6.126,42.62,255.24,101.28,,2006-03-05.7,,PAR,66,,95,T,,,,
"     C/2006 X2 (SOHO)",1.0000,0.005,137.00,28.68,102.11,,2006-12-09.5,,PAR,0,,15,T,,,,
"     C/2006 X3 (SOHO)",1.0000,0.005,139.23,25.84,99.85,,2006-12-10.0,,PAR,0,,13,T,,,,
"     C/2006 X4 (SOHO)",1.0000,0.005,143.31,14.95,92.11,,2006-12-11.5,,PAR,1,,35,T,,,,
"     C/2006 X5 (SOHO)",1.0000,0.005,139.89,20.39,95.78,,2006-12-10.9,,PAR,0,,10,T,,,,
"     C/2006 X6 (SOHO)",1.0000,0.005,144.58,1.53,78.55,,2006-12-12.0,,PAR,0,,6,T,,,,
"     C/2006 X7 (SOHO)",1.0000,0.004,143.15,6.34,85.18,,2006-12-12.7,,PAR,1,,32,T,,,,
"     C/2006 X8 (SOHO)",1.0000,0.005,143.38,346.90,67.67,,2006-12-12.9,,PAR,0,,10,T,,,,
"     C/2006 X9 (SOHO)",1.0000,0.008,136.77,332.65,58.64,,2006-12-15.5,,PAR,0,,7,T,,,,
"     C/2006 X10 (SOHO)",1.0000,0.035,72.63,74.20,56.92,,2006-12-15.6,,PAR,0,,11,T,,,,
"     C/2006 X11 (SOHO)",1.0000,0.005,145.24,344.66,65.84,,2006-12-15.7,,PAR,0,,7,T,,,,
"     C/2006 YC (Catalina-Christensen)",1.0002,4.948,69.56,154.29,335.52,,2006-09-11.7,,HYP,120,,143,,,,,
"     C/2006 Y3 (SOHO)",1.0000,0.008,147.08,353.37,72.22,,2006-12-18.4,,PAR,1,,16,T,,,,
"     C/2006 Y4 (SOHO)",1.0000,0.005,144.50,350.75,71.50,,2006-12-20.4,,PAR,0,,10,T,,,,
"     C/2006 Y5 (SOHO)",1.0000,0.005,145.46,4.13,82.74,,2006-12-22.1,,PAR,1,,45,T,,,,
"     C/2006 Y6 (SOHO)",1.0000,0.005,145.67,3.67,82.31,,2006-12-22.5,,PAR,1,,49,T,,,,
"     C/2006 Y7 (SOHO)",1.0000,0.005,144.69,335.09,56.71,,2006-12-22.2,,PAR,0,,7,T,,,,
"     C/2006 Y8 (SOHO)",1.0000,0.005,146.07,347.22,66.97,,2006-12-22.2,,PAR,1,,9,T,,,,
"     C/2006 Y9 (SOHO)",1.0000,0.005,144.83,344.25,65.39,,2006-12-22.2,,PAR,1,,5,T,,,,
"     C/2006 Y10 (SOHO)",1.0000,0.005,144.09,6.79,86.02,,2006-12-23.8,,PAR,0,,21,T,,,,
"     C/2006 Y11 (SOHO)",1.0000,0.006,146.99,343.29,61.71,,2006-12-25.3,,PAR,1,,12,T,,,,
"     C/2006 Y12 (SOHO)",1.0000,0.005,146.32,4.61,83.24,,2006-12-28.1,,PAR,0,,11,T,,,,
"     C/2006 Y13 (SOHO)",1.0000,0.005,144.77,4.81,83.60,,2006-12-28.8,,PAR,0,,19,T,,,,
"     C/2006 Y14 (SOHO)",1.0000,0.005,143.82,8.37,86.64,,2006-12-28.8,,PAR,0,,7,T,,,,
"     C/2006 Y15 (SOHO)",1.0000,0.005,144.29,354.98,74.48,,2006-12-29.8,,PAR,0,,15,T,,,,
"     C/2006 Y16 (SOHO)",1.0000,0.005,145.66,354.78,73.96,,2006-12-29.7,,PAR,0,,9,T,,,,
"     C/2006 Y17 (SOHO)",1.0000,0.006,142.60,13.47,91.97,,2006-12-30.2,,PAR,0,,17,T,,,,
"     C/2007 A4 (SOHO)",1.0000,0.005,144.40,353.01,72.84,,2007-01-05.4,,PAR,1,,20,T,,,,
"     C/2007 A5 (SOHO)",1.0000,0.005,145.38,2.44,80.93,,2007-01-09.9,,PAR,0,,6,T,,,,
"     C/2007 A6 (SOHO)",1.0000,0.038,70.57,70.67,57.64,,2007-01-11.2,,PAR,1,,17,T,,,,
"     C/2007 A7 (SOHO)",1.0000,0.019,144.23,284.70,48.06,,2007-01-10.6,,PAR,0,,11,T,,,,
"     C/2007 B4 (SOHO)",1.0000,0.005,143.99,353.31,73.54,,2007-01-18.8,,PAR,0,,18,T,,,,
"     C/2007 B5 (SOHO)",1.0000,0.005,145.33,4.43,82.53,,2007-01-20.1,,PAR,0,,15,T,,,,
"     C/2007 B6 (SOHO)",1.0000,0.005,144.46,6.24,84.98,,2007-02-01.4,,PAR,1,,43,T,,,,
"     C/2007 C3 (SOHO)",1.0000,0.005,144.03,358.07,77.76,,2007-02-02.4,,PAR,1,,45,T,,,,
"     C/2007 C4 (SOHO)",1.0000,0.005,143.82,6.02,82.52,,2007-02-03.6,,PAR,1,,10,T,,,,
"     C/2007 C5 (SOHO)",1.0000,0.005,144.91,346.22,69.50,,2007-02-04.2,,PAR,0,,6,T,,,,
"     C/2007 C6 (SOHO)",1.0000,0.008,138.61,334.57,57.91,,2007-02-07.2,,PAR,2,,50,T,,,,
"     C/2007 C7 (SOHO)",1.0000,0.017,70.99,309.40,3.33,,2007-02-02.8,,PAR,0,,7,T,,,,
"     C/2007 C8 (SOHO)",1.0000,0.005,144.75,355.56,73.58,,2007-02-06.4,,PAR,1,,9,T,,,,
"     C/2007 C9 (SOHO)",1.0000,0.005,142.71,356.18,78.57,,2007-02-07.3,,PAR,1,,6,T,,,,
"     C/2007 C10 (SOHO)",1.0000,0.035,72.77,73.19,58.50,,2007-02-07.3,,PAR,0,,10,T,,,,
"     C/2007 C11 (SOHO)",1.0000,0.005,144.05,0.21,80.07,,2007-02-08.8,,PAR,1,,38,T,,,,
"     C/2007 C12 (SOHO)",1.0000,0.041,122.22,285.89,338.86,,2007-02-09.3,,PAR,1,,29,T,,,,
"     C/2007 C13 (SOHO)",1.0000,0.005,144.81,5.56,83.83,,2007-02-16.1,,PAR,2,,61,T,,,,
"     C/2007 D4 (SOHO)",1.0000,0.005,144.23,357.19,76.68,,2007-02-17.4,,PAR,1,,23,T,,,,
"     C/2007 D5 (SOHO)",1.0000,0.005,144.24,355.51,75.88,,2007-02-19.4,,PAR,0,,10,T,,,,
"     C/2007 E4 (SOHO)",1.0000,0.005,144.36,356.73,77.26,,2007-03-03.4,,PAR,1,,13,T,,,,
"     C/2007 E5 (SOHO)",1.0000,0.005,145.42,0.56,63.86,,2007-03-10.2,,PAR,0,,11,T,,,,
"     C/2007 F1 (LONEOS)",1.0001,0.402,116.08,172.89,153.71,,2007-10-28.7,,HYP,217,,197,,,,,
"     C/2007 F2 (SOHO)",1.0000,0.005,144.00,359.24,79.02,,2007-03-22.3,,PAR,3,,130,T,,,,
"     C/2007 F3 (SOHO)",1.0000,0.008,138.39,337.83,60.61,,2007-03-28.2,,PAR,1,,27,T,,,,
"     C/2007 F4 (SOHO)",1.0000,0.035,71.41,76.09,55.09,,2007-03-28.5,,PAR,0,,16,T,,,,
"     C/2007 F5 (SOHO)",1.0000,0.009,144.45,5.76,77.24,,2007-03-30.4,,PAR,1,,18,T,,,,
"     C/2007 G1 (LINEAR)",1.0015,2.646,88.36,78.99,224.02,,2008-11-16.4,,HYP,1398,,2001,,,,,
"     C/2007 G2 (SOHO)",1.0000,0.005,144.32,3.25,83.71,,2007-04-08.3,,PAR,0,,8,T,,,,
"     C/2007 H4 (SOHO)",1.0000,0.005,139.51,8.21,78.85,,2007-04-19.2,,PAR,1,,6,T,,,,
"     C/2007 H5 (SOHO)",1.0000,0.005,143.78,1.05,80.36,,2007-04-21.1,,PAR,0,,9,T,,,,
"     C/2007 H6 (SOHO)",1.0000,0.005,144.28,8.55,84.75,,2007-04-22.2,,PAR,0,,5,T,,,,
"     C/2007 H7 (SOHO)",1.0000,0.005,144.54,1.83,85.57,,2007-04-23.5,,PAR,0,,11,T,,,,
"     C/2007 H8 (SOHO)",1.0000,0.005,144.38,357.26,76.55,,2007-04-30.3,,PAR,1,,5,T,,,,
"     C/2007 H9 (SOHO)",1.0000,0.005,143.75,0.72,79.42,,2007-04-30.9,,PAR,0,,8,T,,,,
"     C/2007 J1 (SOHO)",1.0000,0.035,72.59,73.87,56.99,,2007-05-02.9,,PAR,1,,32,T,,,,
"     C/2007 J2 (SOHO)",1.0000,0.005,144.06,0.42,79.56,,2007-05-03.5,,PAR,0,,10,T,,,,
"     C/2007 J3 (SOHO)",1.0000,0.005,144.37,6.02,84.69,,2007-05-05.4,,PAR,1,,13,T,,,,
"     C/2007 J4 (SOHO)",1.0000,0.005,143.87,0.66,79.89,,2007-05-05.1,,PAR,0,,6,T,,,,
"     C/2007 J5 (SOHO)",1.0000,0.005,143.82,358.87,77.23,,2007-05-07.9,,PAR,0,,8,T,,,,
"     C/2007 J6 (SOHO)",1.0000,0.007,145.18,2.22,82.60,,2007-05-09.6,,PAR,0,,11,T,,,,
"     C/2007 J8 (SOHO)",1.0000,0.005,138.32,20.64,97.49,,2007-05-13.3,,PAR,1,,7,T,,,,
"     C/2007 J9 (SOHO)",1.0000,0.006,142.32,8.79,83.52,,2007-05-14.6,,PAR,1,,23,T,,,,
"     C/2007 J10 (SOHO)",1.0000,0.005,144.67,4.42,82.86,,2007-05-14.5,,PAR,0,,11,T,,,,
"     C/2007 J11 (SOHO)",1.0000,0.005,144.38,9.48,87.28,,2007-05-16.8,,PAR,1,,47,T,,,,
"     C/2007 J12 (SOHO)",1.0000,0.008,142.26,18.31,90.08,,2007-05-16.9,,PAR,1,,11,T,,,,
"     C/2007 JA21 (LINEAR)",1.0018,5.369,89.84,65.52,93.72,,2006-11-14.5,,HYP,474,,169,,,,,
"     C/2007 K3 (Siding Spring)",1.0012,2.051,16.30,263.25,23.59,,2008-04-21.7,,HYP,531,,94,,,,,
"     C/2007 K4 (Gibbs)",1.0030,3.528,98.63,68.52,162.41,,2007-05-03.7,,HYP,73,,95,,,,,
"     C/2007 K7 (SOHO)",1.0000,0.008,140.36,6.91,82.04,,2007-05-17.3,,PAR,0,,7,T,,,,
"     C/2007 K8 (SOHO)",1.0000,0.005,143.86,1.23,80.55,,2007-05-18.0,,PAR,0,,29,T,,,,
"     C/2007 K9 (SOHO)",1.0000,0.005,143.58,357.17,76.94,,2007-05-18.0,,PAR,0,,7,T,,,,
"     C/2007 K10 (SOHO)",1.0000,0.005,143.61,9.17,86.43,,2007-05-18.6,,PAR,1,,29,T,,,,
"     C/2007 K11 (SOHO)",1.0000,0.005,142.27,6.82,84.11,,2007-05-18.6,,PAR,0,,7,T,,,,
"     C/2007 K12 (SOHO)",1.0000,0.035,72.52,73.94,56.89,,2007-05-18.6,,PAR,0,,15,T,,,,
"     C/2007 K13 (SOHO)",1.0000,0.005,143.98,10.78,88.29,,2007-05-21.6,,PAR,0,,16,T,,,,
"     C/2007 K14 (SOHO)",1.0000,0.005,143.91,10.93,87.64,,2007-05-21.6,,PAR,0,,13,T,,,,
"     C/2007 K15 (SOHO)",1.0000,0.008,141.95,14.31,89.16,,2007-05-22.7,,PAR,0,,17,T,,,,
"     C/2007 K16 (SOHO)",1.0000,0.006,143.81,6.64,84.51,,2007-05-22.7,,PAR,0,,15,T,,,,
"     C/2007 K17 (SOHO)",1.0000,0.005,144.05,5.69,83.57,,2007-05-25.0,,PAR,0,,11,T,,,,
"     C/2007 K18 (SOHO)",1.0000,0.005,143.17,9.71,87.35,,2007-05-26.8,,PAR,0,,10,T,,,,
"     C/2007 K19 (SOHO)",1.0000,0.009,125.18,12.41,80.93,,2007-05-28.7,,PAR,0,,6,T,,,,
"     C/2007 K20 (SOHO)",1.0000,0.005,141.43,307.96,36.12,,2007-05-31.5,,PAR,0,,12,T,,,,
"     C/2007 K21 (SOHO)",1.0000,0.007,139.84,16.27,87.87,,2007-05-23.8,,PAR,0,,23,T,,,,
"     C/2007 L1 (SOHO)",1.0000,0.005,140.33,15.52,91.71,,2007-06-04.8,,PAR,0,,25,T,,,,
"     C/2007 L2 (SOHO)",1.0000,0.005,144.63,4.14,83.38,,2007-06-06.3,,PAR,2,,117,T,,,,
"     C/2007 L3 (SOHO)",1.0000,0.007,144.54,4.82,83.80,,2007-06-08.2,,PAR,2,,201,T,,,,
"     C/2007 L4 (SOHO)",1.0000,0.005,141.03,12.48,89.08,,2007-06-08.1,,PAR,0,,13,T,,,,
"     C/2007 L5 (SOHO)",1.0000,0.008,146.66,340.06,61.04,,2007-06-09.8,,PAR,0,,11,T,,,,
"     C/2007 L6 (SOHO)",1.0000,0.007,143.02,10.65,88.47,,2007-06-11.1,,PAR,0,,16,T,,,,
"     C/2007 L7 (SOHO)",1.0000,0.006,144.79,1.29,80.55,,2007-06-11.1,,PAR,0,,11,T,,,,
"     C/2007 L8 (SOHO)",1.0000,0.007,143.53,8.56,87.08,,2007-06-11.2,,PAR,0,,19,T,,,,
"     C/2007 L9 (SOHO)",1.0000,0.007,143.46,8.62,86.73,,2007-06-11.5,,PAR,1,,21,T,,,,
"     C/2007 L10 (SOHO)",1.0000,0.005,143.63,1.26,81.49,,2007-06-14.2,,PAR,0,,32,T,,,,
"     C/2007 L11 (SOHO)",1.0000,0.005,145.30,4.55,83.35,,2007-06-15.7,,PAR,1,,44,T,,,,
"     C/2007 L12 (SOHO)",1.0000,0.005,125.73,33.95,106.53,,2007-06-15.3,,PAR,0,,5,T,,,,
"     C/2007 L13 (SOHO)",1.0000,0.007,144.67,4.34,83.46,,2007-06-16.3,,PAR,1,,60,T,,,,
"     C/2007 M4 (SOHO)",1.0000,0.007,144.60,4.52,83.44,,2007-06-26.3,,PAR,2,,68,T,,,,
"     C/2007 M5 (SOHO)",1.0000,0.001,154.15,14.62,120.01,,2007-06-25.5,,PAR,0,,14,T,,,,
"     C/2007 M6 (SOHO)",1.0000,0.006,124.45,42.43,115.18,,2007-06-25.9,,PAR,0,,15,T,,,,
"     C/2007 M7 (SOHO)",1.0000,0.005,144.63,342.27,62.91,,2007-06-25.8,,PAR,0,,10,T,,,,
"     C/2007 M8 (SOHO)",1.0000,0.048,82.04,288.26,228.58,,2007-06-25.8,,PAR,0,,10,T,,,,
"     C/2007 M9 (SOHO)",1.0000,0.005,145.79,353.21,73.34,,2007-06-28.0,,PAR,0,,12,T,,,,
"     C/2007 M10 (SOHO)",1.0000,0.005,145.31,3.72,82.79,,2007-06-30.5,,PAR,1,,23,T,,,,
"     C/2007 N4 (SOHO)",1.0000,0.005,144.26,354.50,74.60,,2007-07-04.7,,PAR,1,,45,T,,,,
"     C/2007 N5 (SOHO)",1.0000,0.005,143.64,2.68,82.35,,2007-07-08.9,,PAR,1,,38,T,,,,
"     C/2007 N6 (SOHO)",1.0000,0.005,144.43,357.31,77.01,,2007-07-12.3,,PAR,1,,17,T,,,,
"     C/2007 N7 (SOHO)",1.0000,0.005,144.60,8.43,86.64,,2007-07-14.5,,PAR,1,,50,T,,,,
"     C/2007 N8 (SOHO)",1.0000,0.005,143.16,5.45,84.64,,2007-07-14.1,,PAR,0,,22,T,,,,
"     C/2007 O1 (LINEAR)",1.0048,2.877,24.38,116.23,159.40,,2007-06-03.2,,HYP,590,,164,,,,,
"     C/2007 O3 (SOHO)",1.0000,0.005,139.85,24.28,102.61,,2007-07-19.1,,PAR,0,,10,T,,,,
"     C/2007 O4 (SOHO)",1.0000,0.005,144.04,357.02,76.80,,2007-07-28.1,,PAR,0,,25,T,,,,
"     C/2007 P1 (McNaught)",1.0004,0.522,119.18,187.06,90.19,,2007-04-03.2,,HYP,7,,16,T,,,,
"     C/2007 Q1 (Garradd)",1.0010,2.989,82.01,5.89,282.13,,2006-12-11.2,,HYP,81,,45,,,,,
"     C/2007 Q3 (Siding Spring)",1.0002,2.252,65.65,149.41,2.09,,2009-10-07.2,,HYP,1470,,1336,,,,,
"     C/2007 Q4 (SOHO)",1.0000,0.005,144.69,3.15,81.40,,2007-08-18.2,,PAR,0,,34,T,,,,
"     C/2007 Q5 (SOHO)",1.0000,0.006,143.42,10.25,90.34,,2007-08-18.1,,PAR,0,,31,T,,,,
"     C/2007 Q6 (SOHO)",1.0000,0.005,144.34,358.48,76.98,,2007-08-18.2,,PAR,0,,19,T,,,,
"     C/2007 Q7 (SOHO)",1.0000,0.005,144.50,5.39,83.89,,2007-08-26.1,,PAR,0,,31,T,,,,
"     C/2007 Q8 (SOHO)",1.0000,0.005,143.93,0.80,80.01,,2007-08-29.4,,PAR,1,,11,T,,,,
"     C/2007 Q9 (SOHO)",1.0000,0.005,144.40,359.06,78.34,,2007-08-29.8,,PAR,1,,4,T,,,,
"     C/2007 R6 (SOHO)",1.0000,0.007,139.74,345.79,81.72,,2007-09-01.3,,PAR,0,,8,T,,,,
"     C/2007 R7 (SOHO)",1.0000,0.007,132.44,324.07,49.04,,2007-09-08.8,,PAR,0,,10,T,,,,
"     C/2007 R8 (SOHO)",1.0000,0.009,145.01,2.76,76.13,,2007-09-10.5,,PAR,1,,15,T,,,,
"     C/2007 R9 (SOHO)",1.0000,0.005,143.54,0.47,82.87,,2007-09-14.0,,PAR,0,,15,T,,,,
"     C/2007 R10 (SOHO)",1.0000,0.037,75.80,73.16,55.74,,2007-09-15.0,,PAR,1,,6,T,,,,
"     C/2007 S3 (SOHO)",1.0000,0.005,143.99,357.06,82.92,,2007-09-16.7,,PAR,0,,12,T,,,,
"     C/2007 S4 (SOHO)",1.0000,0.005,138.08,325.85,57.15,,2007-09-24.3,,PAR,1,,14,T,,,,
"     C/2007 S5 (SOHO)",1.0000,0.005,144.69,7.75,85.90,,2007-09-28.1,,PAR,2,,126,T,,,,
"     C/2007 S6 (SOHO)",1.0000,0.005,144.82,4.32,83.22,,2007-09-28.7,,PAR,0,,14,T,,,,
"     C/2007 S7 (SOHO)",1.0000,0.005,143.36,354.14,79.38,,2007-09-29.0,,PAR,0,,7,T,,,,
"     C/2007 S8 (SOHO)",1.0000,0.005,144.78,3.61,81.66,,2007-09-29.8,,PAR,0,,16,T,,,,
"     C/2007 S9 (SOHO)",1.0000,0.005,144.10,358.39,76.07,,2007-09-30.1,,PAR,0,,16,T,,,,
"     C/2007 S10 (SOHO)",1.0000,0.005,144.08,358.88,80.06,,2007-09-30.9,,PAR,0,,33,T,,,,
"     C/2007 S11 (SOHO)",1.0000,0.056,116.94,178.66,141.10,,2007-09-28.5,,PAR,0,,12,T,,,,
